message_date,sender,message_text,service_type
2025-05-29 10:14:55,Thad Norman,"Sounds great iI
NSDictionary",iMessage
2025-05-29 10:15:11,Me,"I have to switch gears and get ready for some meetings this afternoon but ping me if you add more sites for staging. Are you going to continue to request DNS host access (GoDaddy, Namecheap, etc.) from your clients and have those added to the new accounts we created for hosting@velocity-seo.com?",iMessage
2025-05-29 10:15:59,Thad Norman,,iMessage
2025-05-29 10:16:30,Me,"Perfect, no rush just making sure",iMessage
2025-05-29 10:21:00,Me,You probably already know but it looks like Redline’s DNS are with Squarespace,iMessage
2025-05-29 10:24:16,Thad Norman,,iMessage
2025-05-29 10:32:39,Me,,iMessage
2025-05-29 10:33:33,Thad Norman,,iMessage
2025-05-29 10:58:17,Thad Norman,The big thing this afternoon is zipping the last sites we don’t have login credentials to. That’s absolute priority #1 the moment I take the email over. I’ll start resetting website logins when I do that and add them to the project sheet so you can zip them as soon as you’re done with your 2 PM meeting.,iMessage
2025-05-29 10:58:39,Thad Norman,Do you have time to zip AP3 before then? I can prep that one this morning,iMessage
2025-05-29 10:59:49,Me,,iMessage
2025-05-29 12:32:45,Thad Norman,,iMessage
2025-05-29 15:08:57,Thad Norman,"D Day is here, lol",iMessage
2025-05-29 15:26:48,Thad Norman,Got time for a quick call? I added AP3 to the sheet as well,iMessage
2025-05-29 15:27:21,Me,I’m slammed til 5,iMessage
2025-05-29 15:27:40,Me,What’s the plan?,iMessage
2025-05-29 15:29:43,Thad Norman,,iMessage
2025-05-29 15:30:11,Me,What’s get this thing going mean though lol,iMessage
2025-05-29 15:30:26,Me,You mean point the live domains at the VPS?,iMessage
2025-05-29 15:30:52,Thad Norman,As in we can start publishing the staging sites whenever you’re ready for me to change DNS records,iMessage
2025-05-29 15:39:48,Me,,iMessage
2025-05-29 15:40:00,Me,Jumping on my next call text me,iMessage
2025-05-29 15:55:59,Thad Norman,"Having a good call with Bren, he’s using WP Vivid Migration for migrating sites",iMessage
2025-05-29 16:36:23,Thad Norman,Bren is going to setup a forwarding text number for us to be able to login to the Support email for all the DNS records,iMessage
2025-05-29 16:53:07,Thad Norman,`https://docs.google.com/document/d/1ETGQl5I-oyPYg0bcK6KUzy--zaVOdVBf1ld50_4CtG0/edit?usp=sharing,iMessage
2025-05-29 16:54:34,Thad Norman,>https://www.ap3-ppf.com/paint-protection-services/porsche-ppf/,iMessage
2025-05-29 16:54:47,Thad Norman,4https://www.ap3-ppf.com/atlanta-cybertruck-ppf-wrap/,iMessage
2025-05-29 16:55:08,Thad Norman,Jhttps://www.ap3-ppf.com/paint-protection-services/porsche-ceramic-coating/,iMessage
2025-05-30 10:08:40,Thad Norman,,iMessage
2025-05-30 16:29:53,Thad Norman,,iMessage
2025-05-30 16:59:14,Thad Norman,,iMessage
2025-05-30 16:59:48,Me,All good. Sorry today has been crazy,iMessage
2025-05-30 17:00:36,Me,My goal is to do a few migrations this weekend if that works?,iMessage
2025-05-30 17:01:54,Me,,iMessage
2025-05-30 17:03:11,Me,,iMessage
2025-05-30 17:05:17,Me,,iMessage
2025-05-30 17:05:29,Me,What are the URL’s for those?,iMessage
2025-05-30 17:06:14,Thad Norman,https://www.quartzcarpet.com/,iMessage
2025-05-30 17:15:47,Thad Norman,Works for me,iMessage
2025-05-30 17:15:59,Thad Norman,,iMessage
2025-05-30 17:26:36,Thad Norman,https://www.quartzdec.com/,iMessage
2025-05-30 17:26:39,Thad Norman,Those are the Squarespace sites,iMessage
2025-05-30 17:27:07,Me,Okay,iMessage
2025-05-30 17:27:10,Thad Norman,This is the GoDaddy site:,iMessage
2025-05-30 17:27:12,Thad Norman,$https://evolvedtintingsolutions.com/,iMessage
2025-05-30 17:27:21,Me,And you want those rebuilt in Elementor and brought over to the VPS,iMessage
2025-05-30 17:27:57,Thad Norman,Can we migrate a Squarespace site? I assumed it’d have to be copied to Wordpress somehow,iMessage
2025-05-30 17:28:26,Me,,iMessage
2025-05-30 17:46:34,Thad Norman,,iMessage
2025-05-30 17:46:57,Me,"I’ll checkiI
NSDictionary",iMessage
2025-05-30 17:51:26,Me,What update did she make that you’re not seeing?,iMessage
2025-05-30 17:53:44,Me,,iMessage
2025-05-30 17:55:23,Thad Norman,Photo changes across the whole homepage,iMessage
2025-05-30 17:55:53,Thad Norman,That permalink didn’t change it,iMessage
2025-05-30 17:57:34,Me,,iMessage
2025-05-30 17:57:35,Me,"Unless I’m missing something, what is in Elementor is what’s on the frontend",iMessage
2025-05-30 17:59:15,Thad Norman,"Idk what she’s doing, I’ll find out, she can be a little not technical with websites at times",iMessage
2025-05-30 17:59:29,Thad Norman,"You’re seeing the same thing as me, which is no changes have been done",iMessage
2025-05-30 17:59:43,Me,She hasn’t made any changes then lol,iMessage
2025-05-30 17:59:54,Me,Or she’s saved them as a draft or something,iMessage
2025-05-30 17:59:58,Thad Norman,Would needing to update the Elementor license or anything affect her work?,iMessage
2025-05-30 18:00:25,Me,Nope,iMessage
2025-05-30 18:00:33,Me,Take a look at the site now. Notice that I killed the H1 in the hero,iMessage
2025-05-30 18:00:58,Me,Once you confirm I killed the H1 “Precision Automotive Care at Nash Film Solutions” frontend then I’ll put it back,iMessage
2025-05-30 18:03:48,Me,,iMessage
2025-05-30 18:04:37,Me,,iMessage
2025-05-30 18:04:45,Me,The builder is functioning fine,iMessage
2025-05-30 18:08:36,Thad Norman,I think she might be editing the old staging site,iMessage
2025-05-30 18:08:46,Me,Lol that’s my guess,iMessage
2025-05-30 18:09:09,Thad Norman,,iMessage
2025-05-30 18:09:16,Me,Laughed at an image,iMessage
2025-05-30 18:09:25,Thad Norman,Some people are sharper than others,iMessage
2025-05-31 18:21:20,Thad Norman,,iMessage
2025-05-31 19:04:13,Me,You’re not bothering me at all man! I’m always working lol,iMessage
2025-05-31 19:04:31,Me,I just won’t respond if I’m not available of course. Just got in from a little neighborhood shindig with the kids,iMessage
2025-05-31 19:04:46,Me,Did you try /wp-admin and /velocity-secure ?,iMessage
2025-05-31 19:06:42,Thad Norman,I tried just going to the staging site in the staging site section,iMessage
2025-05-31 19:06:59,Me,Staging site section?,iMessage
2025-05-31 19:07:03,Me,Screenshot please,iMessage
2025-05-31 19:07:18,Me,Or just copy and paste the URL,iMessage
2025-05-31 19:11:03,Thad Norman,Did you make any changes? Literally wasn’t loading a single staging site for me when I tried and now they’re loading,iMessage
2025-05-31 19:11:35,Me,No I didn’t,iMessage
2025-05-31 19:12:02,Me,I have a fork of mac and cheese in my hands currently 😆 for the kids - not me,iMessage
2025-05-31 19:14:19,Thad Norman,That’s one lucky fork!,iMessage
2025-05-31 19:14:27,Thad Norman,Must have been my internet or computer,iMessage
2025-05-31 19:14:46,Thad Norman,Alright if I add Activity Log and WP Activity Log to these sites?,iMessage
2025-05-31 19:18:32,Me,"Yeah, go for it. WP Activity Log is generally considered best in class for logging actions on WP sites",iMessage
2025-05-31 19:18:59,Me,Laughed at “That’s one lucky fork! ”,iMessage
2025-05-31 19:19:11,Me,I’m leaning more toward this rather than the fork 🍴,iMessage
2025-06-01 16:32:27,Thad Norman,"Just some Sunday good vibes, really can’t wait until you can do these service pages. I’m going through my final invoices and there’s a project from March that still isn’t done by the old team that was for my Velocity site and customer pages from March that are still incomplete, WTF!?!?iI
NSDictionary",iMessage
2025-06-01 20:17:20,Me,Wow!!!,iMessage
2025-06-01 20:17:30,Me,Yeah that won’t be an issue any more,iMessage
2025-06-01 20:17:52,Me,Just got back home from Greenville w/ the kids — spent time with Mom all day,iMessage
2025-06-01 20:17:59,Me,,iMessage
2025-06-01 20:35:30,Thad Norman,,iMessage
2025-06-02 08:01:30,Me,Morning! Let’s jump back on the bull and rodeo!,iMessage
2025-06-02 08:02:46,Me,,iMessage
2025-06-02 08:02:48,Thad Norman,Ready when you are!,iMessage
2025-06-02 08:03:22,Thad Norman,"You just have to login to Namecheap via the hosting email, I sent invites for a lot of domains on Thursday or Friday",iMessage
2025-06-02 08:38:14,Thad Norman,,iMessage
2025-06-02 08:45:15,Me,I logged in but only saw two domains,iMessage
2025-06-02 08:46:11,Me,,iMessage
2025-06-02 08:46:18,Me,,iMessage
2025-06-02 08:46:32,Me,"Ok, got it. Thank you for clarifying",iMessage
2025-06-02 08:46:35,Thad Norman,Did you get the email notification to accept the invites? Went to the hosting emial,iMessage
2025-06-02 08:47:08,Me,"Yes — these are the only emails you have from namecheap.com. ae-ppf.com is the only other one, aside from phantom.",iMessage
2025-06-02 08:47:15,Me,,iMessage
2025-06-02 08:48:36,Thad Norman,Did you click on those and accept the invite?,iMessage
2025-06-02 08:48:55,Me,Lol yes,iMessage
2025-06-02 08:51:55,Thad Norman,Zb#OnXt4PV7GCgepZl9V,iMessage
2025-06-02 08:53:11,Thad Norman,G-253988 is your Google verification code. Don't share your code with anyone.,iMessage
2025-06-02 08:57:38,Me,Sorry lost you. Battleship is taking on damage with the kids right now. Will call you when I get back home,iMessage
2025-06-02 08:57:40,Thad Norman,G-682084 is your Google verification code. Don't share your code with anyone.,iMessage
2025-06-02 08:57:43,Me,,iMessage
2025-06-02 08:58:51,Me,I’m in,iMessage
2025-06-02 09:56:09,Me,Back at the desk. Is vrdcustoms.com supposed to be a site that has over 6 gigs worth of content? Because it's a massive backup.,iMessage
2025-06-02 09:57:29,Me,,iMessage
2025-06-02 10:00:39,Thad Norman,"VRD can wait, they’re a small customer",iMessage
2025-06-02 10:00:53,Me,Small customer with a big ass website holy shit!,iMessage
2025-06-02 10:01:12,Thad Norman,Can we go ahead and update DNS records for redline and Nash? Both are ready to go live and are new website builds,iMessage
2025-06-02 10:01:16,Me,Must have downloaded some Disney+ movies to their WP-Content folder!,iMessage
2025-06-02 10:01:20,Me,In full 4K!,iMessage
2025-06-02 10:01:25,Me,🤣,iMessage
2025-06-02 10:01:41,Me,,iMessage
2025-06-02 10:01:56,Me,Yeah let’s slap a VIP wristband on them. I’ll take them to the front now.,iMessage
2025-06-02 10:03:56,Thad Norman,Guys are blowing me up because they’re both leaving Sun Stoppers but need those sites up,iMessage
2025-06-02 10:06:40,Me,Ok I created a new column called “READY FOR CUTOVER”. Will you mark sites “Yes” when they’re ready to go live?”,iMessage
2025-06-02 10:12:54,Me,"Need that 2FAiI
NSDictionary",iMessage
2025-06-02 10:13:13,Me,,iMessage
2025-06-02 10:13:38,Thad Norman,Should come through any minute,iMessage
2025-06-02 10:24:08,Me,brett.ns.cloudflare.com,RCS
2025-06-02 10:24:29,Me,"<http://brett.ns.cloudflare.com
http://gigi.ns.cloudflare.com",iMessage
2025-06-02 10:26:03,Me,Instructions for exporting DNS records to a .csv file -GoDaddy,iMessage
2025-06-02 10:26:05,Me,Ehttps://www.godaddy.com/help/export-my-domains-zone-file-records-4166,iMessage
2025-06-02 10:27:46,Me,,iMessage
2025-06-02 10:42:46,Me,,iMessage
2025-06-02 10:49:12,Thad Norman,Can I clear the filter on the sheet?,iMessage
2025-06-02 10:51:00,Thad Norman,"I must have dropped it in the wrong one, it’s Brunswick’s",iMessage
2025-06-02 10:55:46,Thad Norman,"Redline needed me to buy a domain for them, just did in Namecheap and invited the hosting email to access it",iMessage
2025-06-02 10:55:59,Thad Norman,,iMessage
2025-06-02 10:59:44,Thad Norman,Do you prefer Rank Math for meta title and description editing or Yoast SEO? I need to add one to Redline,iMessage
2025-06-02 11:29:42,Me,Yoast SEO,iMessage
2025-06-02 11:29:57,Me,This login isn’t working for brunswickglass.com/velocity-secure,iMessage
2025-06-02 11:37:45,Me,Ap3-ppf.com is 10gigs. Holy SHIT.,iMessage
2025-06-02 11:38:10,Me,,iMessage
2025-06-02 11:39:20,Thad Norman,"Yep, they’re a big one",iMessage
2025-06-02 11:40:05,Thad Norman,"Bren recommended using WP Vivid Migration, do you want to try that for AP3?",iMessage
2025-06-02 11:43:36,Thad Norman,"I dropped in the wrong login fro Brunswick, that was Brownsville’s login, just fixed it",iMessage
2025-06-02 11:48:14,Me,,iMessage
2025-06-02 11:49:51,Me,Switching plugins won’t fix the issue with the site being huge,iMessage
2025-06-02 11:50:21,Me,Duplicator Pro is strong enough to move a mountain. The issue is we’re moving a mountain lol,iMessage
2025-06-02 11:51:16,Me,,iMessage
2025-06-02 11:51:37,Me,,iMessage
2025-06-02 11:59:19,Thad Norman,Fuck it and let’s do it,iMessage
2025-06-02 11:59:42,Thad Norman,"I’m not worried about server space, I can charge people more for that",iMessage
2025-06-02 15:25:08,Thad Norman,,iMessage
2025-06-02 16:56:09,Me,In a session with one of my devs,iMessage
2025-06-02 17:04:28,Thad Norman,"All good, just been a Monday, hadn’t had a chance to try changing the DNS records yet",iMessage
2025-06-02 17:04:42,Thad Norman,I’m getting these last login credentials added to the sheet,iMessage
2025-06-02 17:05:15,Me,,iMessage
2025-06-02 17:12:17,Thad Norman,"For Redline, that’s a brand new site and you should have access to that via Namecheap",iMessage
2025-06-02 19:49:17,Me,"Removed a like from “For Redline, that’s a brand new site and you should have access to that via Namecheap ”",iMessage
2025-06-02 19:49:29,Me,You have Squarespace as the DNS record for redline.,iMessage
2025-06-02 19:50:19,Thad Norman,"I know, please disregard, that was his old domain",iMessage
2025-06-02 19:50:48,Me,Got it,iMessage
2025-06-02 19:53:50,Thad Norman,Justin has 2 little girls so he’s 6-7 years from living that life!,iMessage
2025-06-02 20:23:23,Me,Woo360 is a pain in the ass,iMessage
2025-06-02 20:24:30,Thad Norman,"Seriously, need to get rid of that ASAP if we can",iMessage
2025-06-02 20:25:10,Me,Will make Brittney’s life a hell of a lot easier if most / ever site she gets into is a similar environment.,iMessage
2025-06-02 20:25:11,Thad Norman,,iMessage
2025-06-02 20:25:22,Me,,iMessage
2025-06-02 20:25:49,Thad Norman,"Almost all of them are Elementor, Legacy is one long overdue for a fix",iMessage
2025-06-03 08:27:51,Thad Norman,"Good morning, finally got ALL website login credentials on the sheet, just added the last ones for RCWT and Streetside. The Cookeville and Neighbors websites are still being built. I’m going to send you DNS records for Nash now. Good to update those this morning?",iMessage
2025-06-03 08:28:13,Me,,iMessage
2025-06-03 08:52:05,Thad Norman,,iMessage
2025-06-03 08:52:21,Me,Yes you’re good to send. Just sat down at my desk.,iMessage
2025-06-03 08:52:25,Me,,iMessage
2025-06-03 08:54:07,Me,"Awesome. To confirm, you’d like me to go ahead and fire when ready on cutting over Nash’s production domain to your VPS?",iMessage
2025-06-03 08:54:50,Thad Norman,"Yes sir, that site has some basic GoDaddy site up currently that’s not being used so we’re good to go on changing it",iMessage
2025-06-03 08:55:08,Thad Norman,I have a Zoom call at 9 so can squeeze it in now or wait until after that,iMessage
2025-06-03 08:56:09,Me,Yeah it is common for them to have unused records from the original DNS provider and/or server hosts,iMessage
2025-06-03 08:56:19,Me,Sure let me do a quick comparison,iMessage
2025-06-03 08:56:46,Thad Norman,,iMessage
2025-06-03 08:59:53,Me,Ok just a few records that Cloudflare missed — punching those in now,iMessage
2025-06-03 09:00:24,Thad Norman,,iMessage
2025-06-03 09:00:37,Thad Norman,"I’m jumping on this call now, I can update them after",iMessage
2025-06-03 09:00:58,Me,,iMessage
2025-06-03 09:01:16,Me,Sounds good text me when you’re free,iMessage
2025-06-03 09:02:02,Thad Norman,"Guy flaked, pushed to tomorrow",iMessage
2025-06-03 09:05:11,Me,Ok almost done,iMessage
2025-06-03 09:23:55,Me,Tidying things up,iMessage
2025-06-03 09:24:15,Me,"Won’t take this long each time, I’m just trying to make note of a few things so that we are ready to repeat.",iMessage
2025-06-03 09:29:03,Thad Norman,,iMessage
2025-06-03 10:39:39,Thad Norman,"All good? iI
NSDictionary",iMessage
2025-06-03 11:43:25,Thad Norman,Can I call you back? I’m on the other line right now,iMessage
2025-06-03 11:43:42,Thad Norman,"On a Zoom call until 12, 12:30",iMessage
2025-06-03 11:46:10,Me,"All good! Yeah, I’m set. You’re lucky you’re my guy. I was going to hold off and do this after cut over but I think it’s best I do it now. I went operation Fort Knox on your server and decided it’s best to put each website in it’s on cPanel environment to create isolation. I’m not confident in the current plugin-stacks / security protocols implemented inside of the current live sites, and I want to reduce the risk of something coming over and jumping out and infecting your other clients. I don’t think it’s a major / immediate issue, and we probably could have gotten by with the approach I was prepared to take. But it would have been kicking the can down the road and it’s better to take the comprehensive approach now during cut over than to have to do another mini-cutover later (where I would go from everyone in the same room to now everyone has their own rooms on your server).",iMessage
2025-06-03 11:46:42,Me,,iMessage
2025-06-03 11:47:47,Me,"So long story short, every website will have it’s own room in the house, with its own key. And if they act out and trash their room (i.e. viruses or malware or something like that) then the mess won’t impact everyone else’s rooms. Starting with Nash. I’ll get Phantom set up with its own cPanel also, but I want to get through this cut-over first.",iMessage
2025-06-03 11:48:42,Me,"<http://brett.ns.cloudflare.com
http://gigi.ns.cloudflare.com",iMessage
2025-06-03 11:49:07,Me,"Let me know when you flip the switch at GoDaddy. You’ll want to replace the NS records (Nameserver records) that are currently in GoDaddy and change them to the above. I have a 2pm Teams today so I’m available til then, barring any phone calls I have to take.",iMessage
2025-06-03 13:29:09,Thad Norman,,iMessage
2025-06-03 13:39:27,Me,Have you flipped the namservers yet? Heading into a call w/ a contractor pre-2pm call we have,iMessage
2025-06-03 13:45:31,Thad Norman,"Not yet, in a Zoom call with the Google Ads team currently, got tied up on calls beforehand",iMessage
2025-06-03 16:24:39,Thad Norman,Just got this from Automobilia doing edits to their staging site,iMessage
2025-06-03 16:25:38,Thad Norman,Also finally ready to make those DNS changes! Lol,iMessage
2025-06-03 16:38:05,Thad Norman,Those didn’t take for some reason,iMessage
2025-06-03 16:55:44,Me,Don’t use the http sorry,iMessage
2025-06-03 16:56:21,Me,Just use brett.ns.cloudflarecom and gigi.ns.cloudflare.com,iMessage
2025-06-03 16:56:27,Thad Norman,That worked,iMessage
2025-06-03 16:56:42,Thad Norman,Waiting on a verification code now,iMessage
2025-06-03 16:57:09,Thad Norman,They’re done,iMessage
2025-06-03 16:57:29,Thad Norman,,iMessage
2025-06-03 17:00:57,Me,Awesome,iMessage
2025-06-03 17:02:11,Me,Those are the ones you want to change,iMessage
2025-06-03 17:02:27,Me,And they’ll send you a verification code and it’ll do its own thing,iMessage
2025-06-03 17:02:39,Thad Norman,,iMessage
2025-06-03 17:02:47,Thad Norman,,iMessage
2025-06-03 17:03:14,Me,What do you like about that specifically?,iMessage
2025-06-03 17:03:24,Me,Could possibly do that,iMessage
2025-06-03 17:03:32,Me,"Actually, could definitely do that",iMessage
2025-06-03 17:03:39,Thad Norman,"Just the clean data in a concise email format, not overwhelming at all",iMessage
2025-06-03 17:04:04,Thad Norman,Nash is live! Can we try Velocity next?,iMessage
2025-06-03 17:05:09,Me,"Sorry man, I’m usually not this bad at taking calls I swear lol. I’m on another Teams call.",iMessage
2025-06-03 17:05:32,Thad Norman,"All good man, just excited, no rush today, I’m about spent here",iMessage
2025-06-03 17:05:57,Me,"Loved “All good man, just excited, no rush today, I’m about spent here”",iMessage
2025-06-03 17:19:33,Thad Norman,,iMessage
2025-06-03 17:22:44,Me,Looks like the records aren’t being detected,iMessage
2025-06-03 17:22:58,Me,,iMessage
2025-06-03 17:23:25,Me,Can you doublecheck the nameservers and send me a screenshot?,iMessage
2025-06-03 17:29:07,Thad Norman,"For Nash? iI
NSDictionary",iMessage
2025-06-03 17:29:12,Me,Yes,iMessage
2025-06-03 17:33:25,Thad Norman,Should I install this plugin for this mobile fix?,iMessage
2025-06-03 17:33:38,Thad Norman,,iMessage
2025-06-03 17:33:42,Me,Now we’re up and running,iMessage
2025-06-03 17:33:52,Thad Norman,I’m making changes on the live site now,iMessage
2025-06-03 17:34:22,Me,So a couple things I want to slow down on real quick —,iMessage
2025-06-03 17:35:29,Thad Norman,I’m good to call if you’re free,iMessage
2025-06-03 17:43:32,Thad Norman,I’m trying to double check lead form settings for Nash but not seeing a Forms section on his site in Wordpress?,iMessage
2025-06-03 17:45:17,Thad Norman,Also are you good with WPS Hide Login as part of the plugin stack?,iMessage
2025-06-03 17:55:20,Me,,iMessage
2025-06-03 17:55:24,Me,Can you double check the site,iMessage
2025-06-03 17:55:53,Me,,iMessage
2025-06-03 17:55:59,Thad Norman,The Nash site? The owner said the image issue is fixed,iMessage
2025-06-03 17:56:19,Me,Yeah so everything that happened was 100% expected as part of the cut-over so don’t apologize for it,iMessage
2025-06-03 17:56:42,Thad Norman,All good,iMessage
2025-06-03 17:56:45,Me,The trick I play with clients is I do the cutover and I don’t tell them anything until after I confirm it’s done,iMessage
2025-06-03 17:57:06,Thad Norman,The button bug was something from the original build so giving them a hard time on their QC,iMessage
2025-06-03 17:57:09,Me,Like standing outside a home under construction and telling the roofers they missed a spot lol,iMessage
2025-06-03 17:57:19,Me,,iMessage
2025-06-03 17:57:21,Thad Norman,All good,iMessage
2025-06-03 17:57:39,Me,,iMessage
2025-06-03 17:57:44,Thad Norman,Did you see this?,iMessage
2025-06-03 17:57:47,Me,Sorry Ava is melting down in my ear lol,iMessage
2025-06-03 17:58:21,Me,"Sorry, no I missed that. Is there a plugin he was supposed to have on there?",iMessage
2025-06-03 18:03:23,Me,Did you update your login for Nash Film? Trying to log in on the backend and see what’s going on with the form situation,iMessage
2025-06-03 18:12:11,Thad Norman,"I did, I added it to the website sheet",iMessage
2025-06-03 18:12:55,Thad Norman,Most lead forms have a forms tab pop up so not sure how this one is different or where to check the lead form notifications,iMessage
2025-06-03 18:15:04,Me,Oh ok so this isn’t migration related just you trying to figure out how to use it,iMessage
2025-06-03 18:17:39,Me,Who is acetechdigitalservice@gmail.com and who do you want the admin email to be,iMessage
2025-06-03 18:22:51,Me,Hey man sorry for the late call — about to put the kids down and then I’ll be free again at like 7:15,iMessage
2025-06-03 18:23:54,Thad Norman,That’s the cheap website builder who does quick website copies for me,iMessage
2025-06-03 18:23:56,Me,,iMessage
2025-06-03 18:24:03,Me,Been that type of day today,iMessage
2025-06-03 18:24:15,Me,,iMessage
2025-06-03 18:24:27,Me,Ok just making sure they’re ok to leave in here,iMessage
2025-06-03 18:24:39,Thad Norman,I’m changing all Admin emails to your hosting email,iMessage
2025-06-03 18:24:49,Thad Norman,"No sir, we need to remove them",iMessage
2025-06-03 18:24:50,Me,Just wrapped my last Teams call for the day,iMessage
2025-06-03 18:24:52,Me,,iMessage
2025-06-03 18:25:29,Me,Support@ — right?,iMessage
2025-06-03 18:26:18,Thad Norman,Hosting@velocity-seo.com,iMessage
2025-06-03 18:26:45,Thad Norman,Support will need to go to the Google Ads team because it’s in all the GBPs,iMessage
2025-06-03 18:32:24,Me,Okay awesome,iMessage
2025-06-03 18:32:37,Me,Do you need me to get a form plugin set up for you?,iMessage
2025-06-03 18:33:00,Thad Norman,If that’ll make like easier. Which one do you prefer?,iMessage
2025-06-03 18:33:33,Me,Fluent Forms is what I recommend. I can get it installed on there for you. Hang on,iMessage
2025-06-03 18:37:06,Me,Ok it’s installed but I think we need to get you an SMTP plugin installed alongside it so it can send emails,iMessage
2025-06-03 18:59:52,Thad Norman,,iMessage
2025-06-03 19:00:19,Thad Norman,"Just tried to call you back, headed to pick up dinner for us",iMessage
2025-06-04 06:47:08,Thad Norman,"Good morning, the following domain access invites from myself via Namecheap should be in the hosting email inbox. I checked and these are still pending from when I sent them I think on Friday, I sent a few more this morning. All of these are good to go live today. The top 3 are the most urgent followed by the rest: 
1) redlinetinttexas.com
2) velocity-seo.com
3) guardian-graphics.com
- brownsvilleglasstint.com
- bakerswindowtint.com
- detailtechky.com (no staging site in the sheet)
- dent-repair-near-me.com
- ceramic-coating.co 
- dlr-construction.co
- pacstintandppf.com
- texaswindshieldandtint.com (Auto Concierge)
- trinityautolab.com",iMessage
2025-06-04 08:10:00,Me,Great,iMessage
2025-06-04 08:10:20,Me,Goal is for the top three will be done before noon,iMessage
2025-06-04 08:10:29,Me,"You said you prefer Gravity Forms, right?",iMessage
2025-06-04 08:12:04,Thad Norman,Yes sir,iMessage
2025-06-04 08:12:17,Me,,iMessage
2025-06-04 08:13:14,Thad Norman,,iMessage
2025-06-04 08:14:03,Me,,iMessage
2025-06-04 08:14:18,Me,Sounds good,iMessage
2025-06-04 08:15:10,Me,"I have Christian wrapping up a project right now, but our runway will be clear for what you need",iMessage
2025-06-04 08:15:51,Me,,iMessage
2025-06-04 08:18:10,Thad Norman,,iMessage
2025-06-04 08:25:03,Me,10-4 🫡,iMessage
2025-06-04 08:31:17,Thad Norman,,iMessage
2025-06-04 08:54:36,Me,,iMessage
2025-06-04 08:55:13,Me,,iMessage
2025-06-04 08:56:01,Me,Followed by the rest of these (brownsvilleglasstint through trintyautolab),iMessage
2025-06-04 08:56:29,Thad Norman,,iMessage
2025-06-04 08:56:40,Me,,iMessage
2025-06-04 08:56:56,Thad Norman,"But I would do migrations first, yes, then finish those staging sites",iMessage
2025-06-04 08:57:15,Me,,iMessage
2025-06-04 09:02:37,Thad Norman,Can I call you back? I’m on the other line right now,iMessage
2025-06-04 09:03:51,Me,,iMessage
2025-06-04 09:04:17,Thad Norman,"Squarespace is his old domain, please use the Namecheap domain",iMessage
2025-06-04 09:04:21,Me,,iMessage
2025-06-04 09:06:37,Me,,iMessage
2025-06-04 09:10:38,Me,,iMessage
2025-06-04 09:11:47,Thad Norman,"No sir, brand new domain I had to buy for him",iMessage
2025-06-04 09:17:08,Me,,iMessage
2025-06-04 10:36:57,Me,https://redlinetinttexas.com/,iMessage
2025-06-04 12:52:11,Me,Not seeing velocity-seo.com in namecheap account,iMessage
2025-06-04 12:55:57,Thad Norman,As in didn’t accept the invite yet or didn’t get the invite at all?,iMessage
2025-06-04 12:56:39,Me,No invite and not in the dashboard,iMessage
2025-06-04 12:58:20,Me,,iMessage
2025-06-04 12:59:24,Thad Norman,Showing pending invitation. Do you want me to resend it?,iMessage
2025-06-04 12:59:40,Thad Norman,"I sent the Guardian invite this morning, you have to accept all these invites first",iMessage
2025-06-04 12:59:44,Me,,iMessage
2025-06-04 13:01:00,Me,They’re not in the email,iMessage
2025-06-04 13:02:01,Me,,iMessage
2025-06-04 13:02:49,Me,"I’m thinking once it lands in the hosting@velocity-seo.com Namecheap account, I can come in and handle the rest. Thoughts?",iMessage
2025-06-04 13:10:07,Thad Norman,"We need to fix a few things for the Simple Details website, I’ll have to call you later on it",iMessage
2025-06-04 13:10:45,Me,,iMessage
2025-06-04 13:12:47,Me,,iMessage
2025-06-04 13:19:39,Me,"Going to have to prep for a call at 2. I created two new labels in the spreadsheet, and marked all the domains that are in the new account as “Namecheap - NEW”; all the ones stuck in the current Namecheap account “Namecheap - OLD”. Unless they’re flipped to new, we can’t complete the cut-over (obviously) but helps to visually see.",iMessage
2025-06-04 14:26:32,Thad Norman,"Good afternoon, I’m sorry to have to send this but I have to let you know Velocity nor I are NOT associated with Mike Burke in any way. If he reaches out, please do not trust any lies about him trying to discuss any Velocity business or services with you. My lawyer is having to draft up a cease and desist to send to him because he’s already contacted other Velocity customers falsely claiming to be apart of my company.",iMessage
2025-06-04 14:26:37,Thad Norman,Shit is getting real,iMessage
2025-06-04 14:26:56,Me,,iMessage
2025-06-04 14:39:28,Thad Norman,"We might have to move fast on these last sites, Bren was part of a group text on this",iMessage
2025-06-04 14:39:52,Me,I’m really bottle necked by this DNS situation,iMessage
2025-06-04 14:40:48,Me,Otherwise I could get the production sites cut over STAT,iMessage
2025-06-04 14:41:14,Thad Norman,"All good, can you focus on those last staging sites?",iMessage
2025-06-04 17:12:30,Thad Norman,,iMessage
2025-06-04 21:05:31,Me,"Just FYI, this page on Kleaned (staging and live) doesn’t have content",iMessage
2025-06-04 21:19:37,Thad Norman,"No worries, we can fix it after the migration",iMessage
2025-06-04 21:36:49,Me,No Namecheap.com invites in spam,iMessage
2025-06-04 22:17:31,Thad Norman,,iMessage
2025-06-04 22:36:20,Me,Your guess is as good as mine man lol,iMessage
2025-06-04 22:39:10,Me,,iMessage
